user,avg_daily_device_connections,late_hour_device_use,missing_disconnects,distinct_pcs_used,above_avg_daily_counter,ratio_of_above_avg_days,risk_score_1,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,bcc_usage_rate,risk_score_2,total_files_copied,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,risk_score_3,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,risk_score_4,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,risk_score_5,total_risk_score,never_used_device,onboarding_hour,onboarding_month,onboarding_weekday,odd_onboarding,label,avg_daily_device_connections_log,late_hour_device_use_log,missing_disconnects_log,distinct_pcs_used_log,above_avg_daily_counter_log,emails_sent_off_hours_log,total_files_copied_log,active_days_log,avg_files_copied_per_day_log,filetype_doc_log,filetype_exe_log,filetype_jpg_log,filetype_pdf_log,filetype_txt_log,filetype_zip_log,avg_malicious_urls_per_day_log,total_malicious_urls_log,avg_after_hours_browsing_per_day_log,logon_std_dev_hours_log,after_hours_logons_log,weekend_logons_log,logons_on_other_user_pcs_log,after_hours_intensity,file_risk_composite,email_exfil_score,device_anomaly_score,logon_suspicion,anomaly,anomaly_score,risk_score,risk_level
BQS0525,8.020408163,0.0,4,1.0,18.0,0.367346939,0.2,2.897959184,87.0,0.376569038,0.535211268,0.0,0.0,0.2,57.0,22.0,2.590909091,37.0,0.0,4.0,14.0,1.0,1.0,0.0,0.0,25.83333333,1.285714286,9.0,15.0,0.0,0.0,9.547182539,16.6462996,1.815417627,0.0,16.0,7.0,0.9,1.3,0,9,1,5,0,0,2.199489584,0.0,1.609437912,0.693147181,2.944438979,0.0,4.060443011,3.135494216,1.278405399,3.63758616,0.0,1.609437912,2.708050201,0.693147181,0.693147181,0.826678573,2.302585093,0.0,1.035110608,0.0,2.833213344,2.079441542,0.0,2.0,0.584066262,9.0,30.0,1,0.11955631568018205,26.369024706864643,Low
BRB0355,2.133016627,0.0,4,1.0,29.0,0.06888361,0.0,9.710176991,684.0,0.322585109,0.551606288,0.0,0.502620187,0.6,712.0,235.0,3.029787234,453.0,5.0,39.0,143.0,31.0,41.0,0.0,0.6,95.33333333,1.0,2.0,31.55555556,0.0,0.0,11.30330787,16.11491708,2.539628672,0.0,214.0,148.0,1.2,2.4,0,14,1,5,0,0,1.141996319,0.0,1.609437912,0.693147181,3.401197382,0.0,6.56948142,5.463831805,1.393713579,6.118097198,1.791759469,3.688879454,4.9698133,3.465735903,3.737669618,0.693147181,1.098612289,0.0,1.264021827,0.0,5.370638028,5.003946306,0.0,97.0,1.72782865,9.0,510.0,1,0.08399497562194363,34.88915053224119,Low
BRM0995,8.592485549,365.29,14,1.0,3.0,0.00867052,0.3,8.874635569,503.0,0.422437673,0.546977661,546.25,0.507555848,0.8,590.0,177.0,3.333333333,380.0,3.0,29.0,117.0,31.0,30.0,0.208474576,0.8,93.25,4.0,40.0,32.0,18.18181818,0.6,11.55362323,21.06628686,2.792258821,14.0,0.0,27.0,1.5,4.0,0,9,1,0,0,1,2.260980037,5.903425369,2.708050201,0.693147181,1.386294361,6.304905736,6.381816017,5.18178355,1.466337069,5.942799375,1.386294361,3.401197382,4.770684624,3.465735903,3.433987204,1.609437912,3.713572067,2.953962861,1.332961837,2.708050201,0.0,3.33220451,3778.431818,71.08474576,2.05060853,394.29,68.0,-1,-0.10167538754118643,79.37383118832756,High
BRS0734,1.706666667,0.0,0,1.0,12.0,0.16,0.0,13.60909091,302.0,0.299958966,0.621910488,0.0,0.509686039,0.6,1845.0,75.0,24.6,1187.0,13.0,108.0,351.0,98.0,88.0,0.0,0.8,152.6666667,8.571428571,120.0,30.6,0.0,1.0,7.937878788,17.03969697,0.104825205,0.0,17.0,0.0,0.3,2.7,0,13,1,5,0,0,0.995717866,0.0,0.0,0.693147181,2.564949357,0.0,7.520776415,4.33073334,3.242592351,7.0800265,2.63905733,4.691347882,5.863631176,4.59511985,4.48863637,2.25878247,4.795790546,0.0,0.099687137,0.0,2.890371758,0.0,0.0,215.0,2.538743612,1.0,17.0,1,0.07468785753675067,37.119038861185395,Low
BSS0369,8.641647399,365.29,8,4.89,29.0,0.121848739,0.5,9.70464135,406.0,0.384231275,0.213478261,0.0,0.504782609,0.4,2295.0,223.0,10.29147982,1491.0,27.0,117.0,439.0,115.0,106.0,0.444444444,0.8,114.0666667,4.785714286,67.0,35.2,0.0,0.8,11.22274746,13.37398302,7.065843085,451.0,180.0,720.0,1.8,4.3,0,1,1,6,1,1,2.266091986,5.903425369,2.197224577,1.773255998,3.401197382,0.0,7.738923757,5.411646052,2.424048443,7.307872781,3.33220451,4.770684624,6.086774727,4.753590191,4.672828834,1.755391825,4.219507705,0.0,2.087638242,6.11368218,5.198497031,6.580639137,451.0,297.4444444,0.796023442,386.18,2071.0,-1,-0.14874578225425894,90.65140635700031,High
BTL0226,2.0,7.0,0,1.0,1.0,0.25,0.2,8.82464455,364.0,0.415359477,0.523093448,11.0,0.497851772,0.4,4.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.4,88.83333333,4.75,38.0,26.75,1.666666667,0.6,10.1596798,18.40587367,2.885363867,5.0,0.0,23.0,1.5,3.1,0,5,10,2,1,0,1.098612289,2.079441542,0.0,0.693147181,0.693147181,2.48490665,1.609437912,1.098612289,1.098612289,1.098612289,0.0,0.693147181,0.693147181,0.0,0.0,1.749199855,3.663561646,0.980829253,1.357216639,1.791759469,0.0,3.17805383,19.33333333,10.0,1.917346591,8.0,51.0,1,0.09404926824029602,32.48024698548996,Low
BTR0403,1.610169492,0.0,4,1.0,28.0,0.118644068,0.0,8.704347826,523.0,0.505862991,0.194139194,46.0,0.486513487,0.4,520.0,155.0,3.35483871,337.0,1.0,27.0,94.0,20.0,41.0,0.001923077,0.2,88.91666667,4.090909091,45.0,37.58333333,3.0,0.6,10.7649782,18.66018845,3.323072487,4.0,0.0,80.0,1.5,2.7,0,14,1,0,0,0,0.959415159,0.0,1.609437912,0.693147181,3.36729583,3.850147602,6.255750042,5.049856007,1.471287574,5.823045895,0.693147181,3.33220451,4.553876892,3.044522438,3.737669618,1.627456418,3.828641396,1.386294361,1.463966373,1.609437912,0.0,4.394449155,515.0,85.01923077,0.854835142,9.0,164.0,1,0.1360692961230714,22.412686984636267,Low
BVC0790,2.17037037,8.0,9,1.0,33.0,0.081481481,0.3,8.762790698,635.0,0.461140734,0.545382166,11.0,0.500530786,0.6,975.0,265.0,3.679245283,625.0,11.0,41.0,192.0,60.0,46.0,0.009230769,0.6,89.93333333,2.5,35.0,32.13333333,24.0,0.2,11.39915654,16.26731378,3.272892476,47.0,192.0,136.0,1.8,3.5,0,10,1,6,0,1,1.153848417,2.197224577,2.302585093,0.693147181,3.526360525,2.48490665,6.883462586,5.583496309,1.543136833,6.439350371,2.48490665,3.737669618,5.262690189,4.110873864,3.850147602,1.252762968,3.583518938,3.218875825,1.452290993,3.871201011,5.262690189,4.919980926,6418.0,125.0923077,2.203823738,27.0,511.0,-1,-0.005289288773093537,56.28072817318759,Medium
BWP0202,1.252427184,2.0,1,1.0,23.0,0.223300971,0.0,10.6173913,574.0,0.427594261,0.498771499,0.0,0.658476658,0.4,627.0,99.0,6.333333333,384.0,4.0,38.0,116.0,48.0,37.0,0.015948963,0.6,106.75,11.08333333,133.0,34.41666667,30.0,1.2,9.879266293,14.71312761,3.846717868,68.0,7.0,115.0,1.8,4.0,0,13,1,1,0,1,0.812008383,1.098612289,0.693147181,0.693147181,3.17805383,0.0,6.442540166,4.605170186,1.992430165,5.953243334,1.609437912,3.663561646,4.762173935,3.891820298,3.63758616,2.491827093,4.8978398,3.433987204,1.578301748,4.234106505,2.079441542,4.753590191,3038.0,86.15948963,2.264390477,5.0,305.0,1,0.01311448676248228,51.871375686236895,Medium
CAA0612,1.242718447,0.0,2,1.0,21.0,0.203883495,0.0,15.57101449,804.0,0.405990206,0.611690246,0.0,0.48641102,0.6,641.0,99.0,6.474747475,406.0,3.0,33.0,126.0,41.0,32.0,0.0,0.6,159.5833333,10.1,101.0,30.91666667,0.0,1.0,9.96495106,17.05472062,2.393851795,0.0,0.0,0.0,0.3,2.5,0,13,1,0,0,0,0.807688722,0.0,1.098612289,0.693147181,3.091042453,0.0,6.464588304,4.605170186,2.011530336,6.008813185,1.386294361,3.526360525,4.844187086,3.737669618,3.496507561,2.406945108,4.624972813,0.0,1.221965499,0.0,0.0,0.0,0.0,73.0,3.866909615,5.0,0.0,1,0.12280762944081691,25.59004387281787,Low
CAB0614,1.520661157,0.0,3,1.0,23.0,0.095041322,0.0,15.46376812,826.0,0.479183301,0.61180881,0.0,0.743767573,0.8,931.0,203.0,4.586206897,601.0,9.0,52.0,181.0,47.0,41.0,0.0,0.6,151.4166667,5.636363636,62.0,36.16666667,0.0,0.8,10.11688227,16.03237094,2.511467943,0.0,0.0,78.0,0.9,3.1,0,10,1,0,0,0,0.924521231,0.0,1.386294361,0.693147181,3.17805383,0.0,6.837332815,5.318119994,1.720300505,6.400257445,2.302585093,3.970291914,5.204006687,3.871201011,3.737669618,1.892564168,4.143134726,0.0,1.256034168,0.0,0.0,4.369447852,0.0,109.0,4.533490709,7.0,156.0,1,0.1043801555813087,30.005074230777467,Low
CAH0936,2.6,12.0,1,1.0,1.0,0.2,0.2,8.790697674,303.0,0.443209877,0.619047619,0.0,0.0,0.4,42.0,4.0,10.5,26.0,1.0,3.0,8.0,2.0,2.0,0.976190476,0.6,94.25,2.0,12.0,34.58333333,0.0,0.0,9.399679064,14.97395801,2.75493639,6.0,0.0,34.0,1.5,2.7,0,21,8,0,1,0,1.280933845,2.564949357,0.693147181,0.693147181,0.693147181,0.0,3.761200116,1.609437912,2.442347035,3.295836866,0.693147181,1.386294361,2.197224577,1.098612289,1.098612289,1.098612289,2.564949357,0.0,1.323071345,1.945910149,0.0,3.555348061,6.0,16.76190476,2.411886305,15.0,74.0,1,0.07927676436396164,36.019584692564734,Low
CAM0681,1.512605042,0.0,3,1.0,15.0,0.06302521,0.0,8.791304348,532.0,0.405372405,0.50148368,40.0,0.502802506,0.6,759.0,191.0,3.97382199,481.0,2.0,45.0,159.0,32.0,40.0,0.002635046,0.6,93.33333333,4.333333333,52.0,30.83333333,2.0,1.0,10.95918026,19.04638728,2.385072676,0.0,0.0,0.0,0.3,2.5,0,10,1,1,0,0,0.92132008,0.0,1.386294361,0.693147181,2.772588722,3.713572067,6.633318433,5.257495372,1.604188557,6.177944114,1.098612289,3.828641396,5.075173815,3.496507561,3.713572067,1.673976434,3.970291914,1.098612289,1.219375376,0.0,0.0,0.0,422.0,86.02635046,1.787163561,7.0,0.0,1,0.15414787265541152,18.081248783854704,Low
CAS0507,1.536290323,1.0,3,1.0,21.0,0.084677419,0.0,2.932748538,254.0,0.578454333,0.527417747,0.0,0.490528415,0.6,6290.0,248.0,25.06456166,4010.0,40.0,319.0,1285.0,302.0,334.0,0.00381558,0.8,27.41666667,1.888888889,17.0,18.66666667,0.0,0.0,11.32582048,15.91613674,2.722661834,8.0,0.0,110.0,1.5,2.9,0,12,1,0,0,0,0.930702511,0.693147181,1.386294361,0.693147181,3.091042453,0.0,8.74687532,5.517452896,3.260576601,8.296795866,3.713572067,5.768320996,7.159291905,5.713732806,5.814130532,1.060871961,2.890371758,0.0,1.314438959,2.197224577,0.0,4.709530201,8.0,788.0381558,0.89474369,8.0,228.0,1,0.01881617352263676,50.505311062861004,Medium
CCA0046,3.79,365.29,5,4.89,34.0,0.17,0.4,10.73134328,397.0,0.303626652,0.552155772,0.0,0.726935559,0.6,1678.0,177.0,9.480225989,1071.0,15.0,85.0,306.0,94.0,107.0,0.591775924,0.8,108.25,13.25,159.0,21.33333333,0.0,1.0,11.07341763,13.23773563,7.435171657,421.0,0.0,601.0,1.5,4.3,0,6,1,0,1,1,1.566530411,5.903425369,1.791759469,1.773255998,3.555348061,0.0,7.425953657,5.18178355,2.349490242,6.977281342,2.772588722,4.454347296,5.726847748,4.553876892,4.682131227,2.656756907,5.075173815,0.0,2.132410066,6.045005314,0.0,6.400257445,421.0,264.9177592,1.799101205,380.18,1623.0,-1,-0.15262425638948407,91.58064826938238,High
CCL0068,2.327205882,0.0,4,1.0,24.0,0.088235294,0.0,8.753472222,439.0,0.398443201,0.328044427,0.0,0.0,0.2,630.0,195.0,3.230769231,405.0,5.0,37.0,125.0,33.0,25.0,0.0,0.6,89.66666667,8.416666667,101.0,33.58333333,0.0,1.0,7.989872685,18.00642361,0.135202717,0.0,0.0,0.0,0.0,1.8,0,8,1,0,0,0,1.202132877,0.0,1.609437912,0.693147181,3.218875825,0.0,6.447305863,5.278114659,1.442383828,6.00635316,1.791759469,3.63758616,4.836281907,3.526360525,3.258096538,2.242481169,4.624972813,0.0,0.12681124,0.0,0.0,0.0,0.0,65.0,1.14414072,9.0,0.0,1,0.15429952650263684,18.044914105292364,Low
CCM0136,1.263157895,0.0,1,1.0,23.0,0.242105263,0.0,1.0,133.0,0.363636364,0.637724551,0.0,0.505988024,0.6,137.0,47.0,2.914893617,80.0,2.0,7.0,33.0,8.0,7.0,0.0,0.6,8.5,1.8,9.0,6.583333333,0.0,0.0,11.07853212,17.7966453,2.444444108,0.0,0.0,18.0,0.9,2.1,0,10,1,3,0,0,0.816761137,0.0,0.693147181,0.693147181,3.17805383,0.0,4.927253685,3.871201011,1.364788156,4.394449155,1.098612289,2.079441542,3.526360525,2.197224577,2.079441542,1.029619417,2.302585093,0.0,1.236762529,0.0,0.0,2.944438979,0.0,20.0,0.231899837,3.0,36.0,1,0.15938102048495373,16.827441196810007,Low
CEJ0109,2.155405405,0.0,2,1.0,15.0,0.050675676,0.0,8.705696203,482.0,0.39736136,0.0,0.0,0.0,0.2,679.0,210.0,3.233333333,427.0,4.0,31.0,138.0,36.0,43.0,0.0,0.6,88.08333333,4.777777778,43.0,26.0,0.0,0.4,9.194444444,18.29785115,0.087496766,0.0,0.0,0.0,0.0,1.2,0,14,1,0,0,0,1.149116984,0.0,1.098612289,0.693147181,2.772588722,0.0,6.522092798,5.351858133,1.442989705,6.059123196,1.609437912,3.465735903,4.934473933,3.610917913,3.784189634,1.754019141,3.784189634,0.0,0.08387851,0.0,0.0,0.0,0.0,98.0,0.0,5.0,0.0,1,0.17230565588569985,13.730833485145274,Low
CFM0767,1.470588235,0.0,5,1.0,17.0,0.066666667,0.0,2.913043478,265.0,0.381037567,0.188059701,0.0,0.482587065,0.2,778.0,199.0,3.909547739,491.0,3.0,57.0,150.0,31.0,46.0,0.0,0.6,27.25,1.0,1.0,15.16666667,2.0,0.2,10.72002892,15.22768653,3.357170102,37.0,0.0,25.0,1.5,2.5,0,14,1,0,0,0,0.904456274,0.0,1.791759469,0.693147181,2.890371758,0.0,6.658011046,5.298317367,1.591181827,6.198478716,1.386294361,4.060443011,5.017279837,3.465735903,3.850147602,0.693147181,0.693147181,1.098612289,1.471822788,3.63758616,0.0,3.258096538,435.0,101.0,0.208742319,11.0,87.0,1,0.13485706905180267,22.70312393552796,Low
CGB0637,3.136231884,172.0,9,1.0,23.0,0.066666667,0.3,2.956521739,261.0,0.522848665,0.539215686,230.0,0.0,0.8,2333.0,343.0,6.801749271,1505.0,13.0,125.0,448.0,134.0,108.0,0.190312902,0.8,26.66666667,2.285714286,16.0,17.08333333,6.636363636,0.2,11.23722769,21.26483622,2.393138086,0.0,0.0,0.0,0.3,2.4,0,10,1,0,0,0,1.4197852,5.153291594,2.302585093,0.693147181,3.17805383,5.442417711,7.755338813,5.840641657,2.054347974,7.317212408,2.63905733,4.836281907,6.107022888,4.905274778,4.691347882,1.189584067,2.833213344,2.032921526,1.221755182,0.0,0.0,0.0,2506.272727,256.903129,0.833526857,191.0,0.0,-1,-0.033651840821031564,63.07609954506142,Medium
CHM0821,1.526970954,2.0,3,1.0,18.0,0.074688797,0.0,1.0,144.0,0.419298246,0.807692308,22.0,0.49112426,0.4,1228.0,225.0,5.457777778,797.0,6.0,57.0,238.0,62.0,68.0,0.019543974,0.6,9.333333333,1.0,4.0,8.333333333,2.2,0.2,11.56707536,18.72512594,3.615077956,42.0,0.0,115.0,1.5,2.7,0,9,1,0,0,0,0.927021334,1.098612289,1.386294361,0.693147181,2.944438979,3.135494216,7.11395611,5.420534999,1.865285261,6.682108597,1.945910149,4.060443011,5.476463552,4.143134726,4.234106505,0.693147181,1.609437912,1.16315081,1.52932876,3.761200116,0.0,4.753590191,559.0,154.1954397,0.338663968,9.0,272.0,1,0.09176753257431719,33.026927030239435,Low
CIM0271,2.203647416,0.0,8,1.0,23.0,0.069908815,0.1,8.694767442,514.0,0.290528046,0.651955868,0.0,0.496489468,0.4,1552.0,305.0,5.08852459,991.0,7.0,79.0,321.0,71.0,83.0,0.0,0.6,90.25,1.5,6.0,25.25,0.0,0.0,9.319694619,16.98235002,2.446979028,0.0,0.0,17.0,0.9,2.0,0,9,1,0,0,0,1.164289978,0.0,2.197224577,0.693147181,3.17805383,0.0,7.347943823,5.723585102,1.806405785,6.899723107,2.079441542,4.382026635,5.774551546,4.276666119,4.430816799,0.916290732,1.945910149,0.0,1.237498203,0.0,0.0,2.890371758,0.0,187.0,1.646888633,17.0,34.0,1,0.1329379702731966,23.16291996791235,Low
CLB0774,8.63583815,56.0,10,1.0,7.0,0.020231214,0.3,2.923976608,260.0,0.503960999,0.522,0.0,0.0,0.6,7246.0,346.0,20.94219653,4649.0,46.0,392.0,1398.0,393.0,368.0,0.019873033,0.8,27.33333333,1.714285714,12.0,17.16666667,0.0,0.0,9.057093815,14.65799397,3.941192006,62.0,7.0,0.0,1.2,2.9,0,10,1,0,0,0,2.265489288,4.043051268,2.397895273,0.693147181,2.079441542,0.0,8.888342869,5.84932478,3.088411565,8.444622499,3.850147602,5.973809612,7.243512975,5.976350909,5.910796644,0.99852883,2.564949357,0.0,1.597606599,4.143134726,2.079441542,0.0,62.0,874.1987303,0.769203631,77.0,69.0,-1,-0.05145941644466223,67.34260875730614,Medium
CPG0322,1.151785714,0.0,0,1.0,15.0,0.133928571,0.0,14.48554913,764.0,0.431351088,0.623902634,0.0,0.5,0.4,337.0,90.0,3.744444444,209.0,2.0,21.0,63.0,25.0,17.0,0.0,0.6,145.0833333,11.83333333,142.0,33.08333333,0.0,1.0,8.739205876,14.29365419,2.091335731,0.0,0.0,157.0,0.9,2.9,0,10,1,3,0,0,0.766298062,0.0,0.0,0.693147181,2.772588722,0.0,5.823045895,4.510859507,1.556974343,5.347107531,1.098612289,3.091042453,4.158883083,3.258096538,2.890371758,2.552045953,4.96284463,0.0,1.128603273,0.0,0.0,5.062595033,0.0,40.0,3.898366628,1.0,314.0,1,0.107101275033126,29.35312241801129,Low
CQH0701,1.256880734,0.0,3,1.0,25.0,0.229357798,0.0,1.0,144.0,0.547747748,0.565868263,0.0,0.479041916,0.6,243.0,70.0,3.471428571,144.0,1.0,15.0,54.0,15.0,14.0,0.0,0.2,9.5,1.428571429,10.0,7.5,0.0,0.0,9.707561228,16.81599229,2.388747127,0.0,0.0,0.0,0.3,1.1,0,9,1,1,0,0,0.813983654,0.0,1.386294361,0.693147181,3.258096538,0.0,5.497168225,4.262679877,1.497707948,4.976733742,0.693147181,2.772588722,4.007333185,2.772588722,2.708050201,0.887303195,2.397895273,0.0,1.220460274,0.0,0.0,0.0,0.0,31.0,0.309953067,7.0,0.0,1,0.14541969187230785,20.172429779196552,Low
CQW0652,2.204620462,103.0,6,1.0,30.0,0.099009901,0.3,2.987730061,255.0,0.394033561,0.0,211.0,0.0,0.4,696.0,218.0,3.19266055,449.0,5.0,37.0,127.0,46.0,32.0,0.17816092,0.8,26.75,2.375,19.0,15.08333333,6.4,0.2,9.232059123,21.2638634,0.117013393,0.0,0.0,0.0,0.0,1.7,0,12,1,1,0,0,1.164593663,4.644390899,1.945910149,0.693147181,3.433987204,5.356586275,6.546785411,5.38907173,1.433335509,6.109247583,1.791759469,3.63758616,4.852030264,3.850147602,3.496507561,1.216395324,2.995732274,2.00148,0.11065851,0.0,0.0,0.0,1606.2,80.7816092,0.0,116.0,0.0,1,0.024098084533551223,49.23982032663641,Medium
CSC0217,2.0,0.0,0,2.0,0.0,0.0,0.1,10.43243243,256.0,0.451938396,0.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.9166667,12.91666667,155.0,36.75,0.0,1.0,10.90221508,12.99724126,7.435097893,244.0,0.0,352.0,1.5,2.8,0,15,6,3,0,0,1.098612289,0.0,0.0,1.098612289,0.0,0.0,0.693147181,0.693147181,0.693147181,0.0,0.693147181,0.0,0.0,0.0,0.0,2.633087163,5.049856007,0.0,2.132401322,5.501258211,0.0,5.866468057,244.0,3.0,0.0,2.0,948.0,1,0.056329531596978955,41.51750209946521,Low
CTA0020,8.604046243,0.0,12,1.0,2.0,0.005780347,0.1,10.55072464,598.0,0.449817215,0.586538462,0.0,0.710164835,0.6,606.0,193.0,3.139896373,389.0,2.0,32.0,135.0,22.0,26.0,0.0,0.6,101.9166667,2.166666667,13.0,32.75,0.0,0.0,10.17788776,17.79628706,2.587573418,0.0,0.0,25.0,0.9,2.2,0,11,1,0,0,0,2.262184493,0.0,2.564949357,0.693147181,1.098612289,0.0,6.408528791,5.267858159,1.420670757,5.966146739,1.098612289,3.496507561,4.912654886,3.135494216,3.295836866,1.15267951,2.63905733,0.0,1.277476046,0.0,0.0,3.258096538,0.0,58.0,2.783651461,25.0,50.0,1,0.07747763682976633,36.45063686726174,Low
CWR0502,1.456066946,0.0,2,1.0,12.0,0.050209205,0.0,13.51734104,763.0,0.448571429,0.540303613,0.0,0.499893094,0.4,765.0,197.0,3.883248731,495.0,3.0,42.0,149.0,36.0,40.0,0.0,0.6,152.3333333,4.090909091,45.0,43.5,0.0,0.4,10.45756186,16.38048057,2.566733011,0.0,0.0,80.0,0.9,2.3,0,9,1,0,0,0,0.898561268,0.0,1.098612289,0.693147181,2.564949357,0.0,6.64118217,5.288267031,1.585810722,6.206575927,1.386294361,3.761200116,5.010635294,3.610917913,3.713572067,1.627456418,3.828641396,0.0,1.271650054,0.0,0.0,4.394449155,0.0,89.0,3.276127168,5.0,160.0,1,0.1554811348011051,17.76181309271041,Low
DAL0673,1.532407407,0.0,1,1.0,20.0,0.092592593,0.0,8.7696793,539.0,0.43384554,0.495345745,0.0,0.494015957,0.2,352.0,118.0,2.983050847,223.0,1.0,18.0,67.0,22.0,21.0,0.0,0.2,95.91666667,5.916666667,71.0,31.58333333,0.0,0.8,10.03964096,15.83281288,2.424324428,0.0,0.0,18.0,0.9,2.1,0,14,1,0,0,0,0.929170395,0.0,0.693147181,0.693147181,3.044522438,0.0,5.866468057,4.779123493,1.38204807,5.411646052,0.693147181,2.944438979,4.219507705,3.135494216,3.091042453,1.933933958,4.276666119,0.0,1.230904205,0.0,0.0,2.944438979,0.0,45.0,1.884635144,3.0,36.0,1,0.17037604906924186,14.193147133697378,Low
DBB0384,8.601156069,0.0,17,1.0,2.0,0.005780347,0.1,8.698550725,522.0,0.391602745,0.215928024,0.0,0.0,0.2,8468.56,346.0,24.69075145,5385.67,51.0,424.0,1703.01,435.0,414.0,0.0,0.8,89.83333333,1.0,2.0,27.58333333,0.0,0.0,7.946483622,16.05809249,0.093834053,0.0,0.0,0.0,0.0,1.1,0,8,1,0,0,0,2.261883515,0.0,2.890371758,0.693147181,1.098612289,0.0,9.044233838,5.84932478,3.246131061,8.591682662,3.951243719,6.052089169,7.440739576,6.077642243,6.02827852,0.693147181,1.098612289,0.0,0.089689004,0.0,0.0,0.0,0.0,981.0,0.735532113,35.0,0.0,-1,-0.01740988800853982,59.18469721360739,Medium
DCH0843,4.6,17.0,0,1.0,0.0,0.0,0.2,1.0,121.0,0.387878788,0.402135231,15.0,0.0,0.2,38.0,4.0,9.5,28.0,0.0,1.0,6.0,1.0,2.0,0.710526316,0.4,9.416666667,1.5,3.0,7.416666667,1.333333333,0.2,8.440833333,19.36793367,1.020494688,3.0,1.0,0.0,0.6,1.6,0,21,1,3,1,0,1.722766598,2.890371758,0.0,0.693147181,0.0,2.772588722,3.663561646,1.609437912,2.351375257,3.36729583,0.0,0.693147181,1.945910149,0.693147181,1.098612289,0.916290732,1.386294361,0.84729786,0.703342377,1.386294361,0.693147181,0.0,23.33333333,11.10526316,0.155979726,18.0,4.0,1,0.06916193928964043,38.44299118382055,Low
DFH0188,1.61752988,0.0,5,1.0,32.0,0.12749004,0.0,2.933333333,285.0,0.343878149,0.218379447,0.0,0.486166008,0.2,6281.0,251.0,25.02390438,4026.0,38.0,310.0,1262.0,311.0,334.0,0.0,0.8,27.41666667,1.0,1.0,14.58333333,0.0,0.0,9.598362615,17.05741106,2.868807846,0.0,0.0,85.0,0.9,1.9,0,16,1,0,0,0,0.962231079,0.0,1.791759469,0.693147181,3.496507561,0.0,8.74544368,5.529429088,3.259015515,8.300776961,3.663561646,5.739792912,7.141245122,5.743003188,5.814130532,0.693147181,0.693147181,0.0,1.352946409,0.0,0.0,4.454347296,0.0,782.0,0.220281365,11.0,170.0,1,0.032809091745519936,47.15275393965019,Medium
DIB0081,3.080745342,0.0,3,1.0,9.0,0.055900621,0.0,8.75308642,267.0,0.355107409,0.793370945,0.0,0.0,0.4,1580.0,161.0,9.813664596,1020.0,11.0,67.0,332.0,72.0,78.0,0.0,0.6,88.66666667,7.666666667,92.0,29.08333333,0.0,0.8,10.47829248,16.20188389,2.698011004,0.0,0.0,49.0,0.9,2.7,0,11,1,0,0,0,1.406279654,0.0,1.386294361,0.693147181,2.302585093,0.0,7.365812837,5.087596335,2.380810575,6.928537818,2.48490665,4.219507705,5.80814249,4.290459441,4.369447852,2.159484249,4.532599493,0.0,1.307795109,0.0,0.0,3.912023005,0.0,189.0,2.466023674,7.0,98.0,1,0.11519361931181527,27.41428121113372,Low
DIB0285,2.327380952,0.0,3,1.0,19.0,0.113095238,0.0,8.81420765,320.0,0.390530303,0.383137012,0.0,0.0,0.2,375.0,120.0,3.125,244.0,1.0,19.0,74.0,20.0,17.0,0.0,0.2,88.41666667,2.5,15.0,29.16666667,0.0,0.0,9.197101449,18.3076087,0.092299396,0.0,0.0,0.0,0.0,0.4,0,10,1,0,0,0,1.202185494,0.0,1.386294361,0.693147181,2.995732274,0.0,5.929589143,4.795790546,1.41706602,5.501258211,0.693147181,2.995732274,4.317488114,3.044522438,2.890371758,1.252762968,2.772588722,0.0,0.088285012,0.0,0.0,0.0,0.0,37.0,1.31884004,7.0,0.0,1,0.1767088701633826,12.67586931280216,Low
DIW0118,2.141065831,0.0,7,1.0,20.0,0.062695925,0.1,13.54069767,742.0,0.343132154,0.515457278,0.0,0.0,0.4,1314.0,281.0,4.676156584,844.0,12.0,60.0,265.0,63.0,70.0,0.0,0.6,134.4166667,5.0,60.0,37.16666667,0.0,0.8,9.652438355,15.04284693,2.637829289,0.0,0.0,124.0,0.9,2.8,0,7,1,0,0,0,1.144562179,0.0,2.079441542,0.693147181,3.044522438,0.0,7.181591945,5.641907071,1.736274346,6.739336627,2.564949357,4.110873864,5.583496309,4.158883083,4.262679877,1.791759469,4.110873864,0.0,1.291387155,0.0,0.0,4.828313737,0.0,176.0,2.394942738,15.0,248.0,1,0.12197282819030963,25.790053537297762,Low
